frames head.translateX head.translateY head.translateZ chest.translateX chest.translateY chest.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ leftShoulder.translateX leftShoulder.translateY leftShoulder.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ riHand.translateX riHand.translateY riHand.translateZ leHand.translateX leHand.translateY leHand.translateZ riFoot.translateX riFoot.translateY riFoot.translateZ leFoot.translateX leFoot.translateY leFoot.translateZ
468 -3.2061 59.6014 6.0854 -1.1219 25.2786 3.8758 -15.5951 43.6902 1.3275 10.3643 45.9349 8.0978 -15.5951 43.6902 1.3275 -18.6746 4.4056 -25.7859 5.9629 15.852 36.0226 4.8597 -66.8922 30.0683 16.0724 -78.5708 -19.3274
469 -3.9906 59.539 5.9222 -1.4859 25.23 4.0047 -16.1601 43.4109 1.2306 9.7435 46.0847 8.0454 -16.1601 43.4109 1.2306 -17.9706 3.2106 -24.1215 4.7011 18.1353 34.3981 9.0098 -67.3184 26.6129 19.5852 -71.8459 -19.4367
470 -5.212 59.4155 5.7479 -2.0745 25.1507 4.0931 -17.1574 42.8147 1.5632 8.7801 46.1311 7.4467 -17.1574 42.8147 1.5632 -18.8931 -0.0995 -17.8986 7.1519 14.6716 31.4267 13.5529 -68.8056 20.126 22.2467 -67.6663 -17.2944
471 -5.2135 59.3865 6.1451 -2.0531 25.1436 4.1548 -17.219 42.5419 2.5575 8.8183 45.8973 6.7891 -17.219 42.5419 2.5575 -20.7319 -2.662 -7.3623 14.1768 7.26 25.2624 16.2202 -71.7753 10.878 22.8991 -63.4718 -10.6793
472 -4.4439 59.4093 6.8139 -1.8123 25.1485 4.3006 -16.7402 42.6779 4.0637 9.4435 45.4809 6.1015 -16.7402 42.6779 4.0637 -21.213 -1.3842 5.421 21.8085 1.6655 13.6679 15.4834 -75.2902 -0.1034 22.8894 -61.5442 -0.3688
473 -2.75 59.513 7.0636 -1.4306 25.1976 4.2399 -15.76 43.3539 5.3926 10.5915 45.0844 5.0612 -15.76 43.3539 5.3926 -20.285 5.4115 16.2105 25.6041 1.1888 0.7345 11.038 -77.4059 -10.598 24.2426 -61.8007 12.5428
474 -1.2165 59.64 6.5151 -1.144 25.2981 3.7239 -14.8977 44.136 6.0176 11.5484 44.9883 3.5946 -14.8977 44.136 6.0176 -14.802 14.2583 20.9837 26.6529 3.8446 -9.1991 6.3097 -75.8289 -19.3416 26.5294 -63.2042 27.9104
475 -0.5171 59.7182 5.7855 -1.1474 25.3833 2.9387 -14.5194 44.6646 6.0417 11.9616 45.0984 2.2706 -14.5194 44.6646 6.0417 -13.2384 19.9615 22.0562 26.8126 6.9152 -14.8221 2.2468 -71.0609 -27.6945 29.0512 -64.6476 40.6699
476 0.8077 59.6549 6.2083 -0.8823 25.4136 2.7663 -13.7109 45.0644 6.3207 12.7924 44.8663 2.1927 -13.7109 45.0644 6.3207 -11.5743 20.3179 21.9874 27.5626 7.2368 -14.8176 -1.9197 -63.1177 -32.7248 32.9138 -66.6635 43.545
477 2.4822 59.336 8.3572 -0.4437 25.3324 3.7261 -12.6361 45.1584 7.437 13.8756 44.119 4.0614 -12.6361 45.1584 7.437 -8.8591 14.3577 19.1638 29.1622 4.0924 -8.722 -2.5283 -53.2224 -28.3302 34.1232 -70.8949 32.2756
478 3.5859 58.7732 11.2086 -0.1972 25.1101 5.0247 -11.8539 44.8986 8.7735 14.6156 43.1202 6.8338 -11.8539 44.8986 8.7735 -16.0572 4.3778 13.9112 30.2877 -0.2043 1.8807 0.806 -50.7356 -16.9316 31.0105 -74.0945 18.0782
479 4.2787 58.2661 13.1689 0.0365 24.8768 5.9681 -11.3262 44.7632 9.3134 15.1256 42.3993 9.1251 -11.3262 44.7632 9.3134 -20.443 0.7587 2.3033 29.3109 -1.115 15.2003 5.92 -55.1531 -1.9255 26.9158 -77.445 5.8449
480 4.3029 58.1032 13.7168 0.1199 24.7808 6.2956 -11.1987 45.1322 8.6341 15.2703 42.2227 10.413 -11.1987 45.1322 8.6341 -24.3378 4.872 -7.8402 25.4292 3.5464 26.818 10.3739 -61.7569 15.6439 22.7424 -79.8989 -5.9203
481 4.8358 58.2558 12.8803 0.3946 24.9209 5.7896 -10.634 46.0751 6.9596 15.7208 42.2065 10.6796 -10.634 46.0751 6.9596 -25.392 11.5357 -16.448 20.7523 12.9013 33.1743 10.3444 -67.1272 31.4019 19.8552 -78.329 -15.4906
482 5.0381 58.475 11.7651 0.5343 25.1126 4.9771 -10.3468 46.688 5.4076 15.8934 42.4206 10.2678 -10.3468 46.688 5.4076 -24.298 15.0652 -20.9307 15.2489 18.8711 31.8265 6.975 -70.8417 37.9123 20.0502 -74.2794 -23.7605
483 4.9325 58.5209 11.3928 0.5746 25.1729 4.6746 -10.4734 46.5171 4.8954 15.7979 42.691 9.7142 -10.4734 46.5171 4.8954 -23.699 13.0751 -19.4675 13.1448 18.4738 28.3329 7.486 -73.536 33.8759 21.2898 -69.3042 -27.8724
484 5.8753 58.3964 11.5123 1.0976 25.1352 4.7271 -9.8484 46.0672 5.2578 16.4195 42.5633 9.1047 -9.8484 46.0672 5.2578 -22.9579 8.4492 -11.7043 16.2707 11.222 24.7009 11.3802 -76.4573 23.4543 20.4663 -65.6694 -23.505
485 4.4849 58.5218 11.7747 0.6769 25.0666 5.1613 -10.9822 45.1217 6.2239 15.348 43.0075 8.7265 -10.9822 45.1217 6.2239 -20.3537 3.6169 1.9181 21.3689 1.9596 16.0944 15.8613 -76.4887 11.6925 23.1834 -66.6119 -10.55
486 3.8374 58.7461 10.9766 0.352 25.1433 4.855 -11.624 44.8719 6.4402 14.7383 43.3218 7.419 -11.624 44.8719 6.4402 -14.4468 5.8381 14.1705 26.4277 -1.1586 3.1111 16.9277 -77.2692 -0.5098 25.655 -68.349 5.1018
487 3.6023 59.0835 9.0093 -0.0057 25.3025 3.9804 -11.9835 45.2101 5.7876 14.4281 43.649 5.0171 -11.9835 45.2101 5.7876 -9.6024 12.8926 19.0052 27.7145 1.0766 -7.5653 14.9054 -78.5983 -12.8315 25.3973 -70.4024 20.9779
488 3.1484 59.3665 6.6703 -0.4992 25.412 2.9894 -12.5423 45.5225 4.7787 13.8992 44.0506 2.6225 -12.5423 45.5225 4.7787 -7.8533 19.4275 18.0186 26.9244 3.9552 -13.4524 11.6758 -77.0436 -23.4344 24.915 -71.7494 34.0534
489 2.7187 59.5031 5.8355 -0.6487 25.4327 2.65 -12.803 45.5954 4.4958 13.6964 44.2793 2.0232 -12.803 45.5954 4.4958 -9.3138 20.0757 17.2068 26.2683 5.0833 -14.1403 7.6203 -70.8823 -29.4678 25.8443 -72.8498 39.4283
490 2.9431 59.3531 7.4505 -0.4162 25.3825 3.3156 -12.5804 45.4321 5.337 13.9859 44.1536 3.7664 -12.5804 45.4321 5.337 -11.5221 14.1317 16.0939 26.9512 4.2073 -9.3696 3.6358 -61.8126 -29.073 28.3431 -75.6008 33.5793
491 3.0595 59.0021 9.9257 -0.2736 25.2111 4.5148 -12.3902 45.0697 6.4579 14.148 43.6937 6.5459 -12.3902 45.0697 6.4579 -14.746 6.5349 12.0866 28.0685 1.914 -0.6564 3.4233 -55.6176 -20.1656 29.8294 -77.7232 19.7193
492 3.3784 58.6657 11.5306 -0.1633 25.0026 5.4888 -12.0801 44.8297 7.0707 14.3188 43.1216 8.8403 -12.0801 44.8297 7.0707 -17.5889 1.0834 3.4282 28.4492 0.4377 10.5145 5.7093 -56.1548 -5.1556 28.0145 -79.5472 7.4454
493 3.7141 58.6191 11.5754 -0.0115 24.9194 5.8134 -11.7845 45.0419 6.7827 14.5621 42.9327 9.6638 -11.7845 45.0419 6.7827 -20.1497 2.6559 -5.2807 26.5576 3.7037 21.4193 9.0603 -60.3637 13.8447 23.2312 -81.9018 -3.6969
494 3.7227 58.7781 10.7928 -0.034 24.9888 5.5475 -11.7935 45.608 5.8619 14.6052 43.0969 9.6089 -11.7935 45.608 5.8619 -21.331 7.0498 -12.3411 22.9589 12.3067 28.6146 9.9736 -64.3605 32.3197 19.4992 -81.2409 -12.8019
495 3.5177 58.9028 10.341 -0.1072 25.107 5.0429 -11.8941 46.1 4.9962 14.5057 43.2826 9.5334 -11.8941 46.1 4.9962 -20.8015 10.6444 -17.0848 17.6986 19.3353 29.6335 8.5613 -67.542 42.4343 19.3267 -76.6809 -20.8603
496 3.3035 58.8491 10.7403 -0.0685 25.147 4.8552 -11.9415 46.0699 4.907 14.4623 43.3922 9.54 -11.9415 46.0699 4.907 -20.2517 10.847 -16.7828 14.2879 20.9719 27.6259 10.1016 -70.4507 40.4466 20.6929 -69.7542 -26.5386
497 4.0194 58.6616 11.398 0.337 25.1051 5.0369 -11.3405 45.6609 5.5061 15.0184 43.1825 9.2303 -11.3405 45.6609 5.5061 -20.2503 7.8945 -10.3212 15.4753 14.6295 24.4988 14.6564 -73.3422 29.1771 20.4125 -63.5176 -25.8915
498 5.0007 58.5956 11.4871 0.9423 25.0228 5.2922 -10.5426 45.0877 6.4949 15.7156 42.9033 8.4457 -10.5426 45.0877 6.4949 -18.9425 4.1086 1.3275 20.8253 5.3422 18.6579 17.6782 -74.6687 15.3189 20.339 -62.7277 -15.0375
499 5.2325 58.6825 10.9029 1.0122 25.0759 5.0391 -10.3924 44.8667 6.9472 15.791 42.9387 6.7185 -10.3924 44.8667 6.9472 -14.8658 4.7568 12.9254 24.6674 -1.0933 7.044 17.9141 -76.1209 2.3992 22.5977 -64.0149 0.1893
500 4.6185 59.1081 8.7701 0.4937 25.25 4.2634 -10.9546 45.14 6.5123 15.1734 43.2905 4.229 -10.9546 45.14 6.5123 -11.0124 9.5452 18.4222 26.6107 -0.7391 -3.8925 15.9469 -77.7129 -11.0822 25.0945 -66.1805 16.3625
501 4.117 59.2559 7.1156 -0.0519 25.4014 3.1844 -11.5947 45.5851 5.3941 14.512 43.6758 1.8536 -11.5947 45.5851 5.3941 -9.896 14.0963 18.1929 27.1012 1.8162 -10.7781 12.6229 -76.5789 -22.8676 25.354 -68.4243 32.5379
502 3.9346 59.3117 6.2629 -0.2876 25.4516 2.514 -11.8669 45.8747 4.831 14.2943 43.8853 0.8847 -11.8669 45.8747 4.831 -10.7113 17.2237 17.2226 27.4879 3.9119 -13.5381 8.4243 -71.2991 -32.115 24.7913 -68.639 44.15
503 4.8964 59.0857 7.7403 0.1246 25.414 3.0479 -11.1752 46.0034 5.8725 15.0909 43.6346 2.3285 -11.1752 46.0034 5.8725 -12.1314 16.1245 17.0402 28.3136 3.8762 -11.4679 3.5263 -63.9955 -36.612 25.2926 -69.9911 44.478
504 5.2827 58.5831 10.7452 0.1902 25.257 4.2602 -10.944 45.6821 7.8187 15.4088 43.0474 5.286 -10.944 45.6821 7.8187 -14.3188 11.5539 15.8127 29.1153 1.8966 -5.4349 1.2425 -56.0904 -32.087 26.5975 -72.9549 29.0839
505 6.3114 57.8349 13.6675 0.5203 24.9644 5.6096 -10.1549 45.3132 9.3812 16.1261 41.8891 8.5487 -10.1549 45.3132 9.3812 -15.2734 4.1878 9.1553 29.4862 -1.9318 4.7209 2.256 -55.1559 -19.5099 24.951 -75.2421 15.5975
506 6.9609 57.406 15.0006 0.7559 24.7642 6.2911 -9.5409 45.2644 9.5705 16.6209 41.1251 10.6886 -9.5409 45.2644 9.5705 -18.5837 2.1331 -1.9983 27.7338 -2.6507 17.2085 5.1335 -59.4024 -2.9166 21.7278 -77.6661 3.8449
507 6.8929 57.464 14.8457 0.7756 24.7366 6.378 -9.4035 45.7465 8.6023 16.6821 41.0659 11.6138 -9.4035 45.7465 8.6023 -21.6851 6.7342 -12.2512 23.8292 3.0752 28.2978 8.3555 -64.6042 15.8676 18.1895 -79.8016 -7.8108
508 6.9799 57.7441 13.7498 0.8422 24.8835 5.8625 -9.2395 46.6067 7.1329 16.7405 41.2565 11.6023 -9.2395 46.6067 7.1329 -22.8936 13.5651 -20.3121 17.3411 11.8773 33.0129 8.6837 -68.5753 32.3612 16.4299 -78.146 -17.7782
509 6.5331 58.1208 12.5811 0.7982 25.1525 4.73 -9.4125 47.1449 6.0604 16.7017 41.791 10.9622 -9.4125 47.1449 6.0604 -23.3064 17.477 -24.1911 15.9353 19.8939 32.7041 8.5489 -70.6623 40.1301 17.2052 -73.2272 -26.0427
510 7.3682 58.0474 12.2037 1.2592 25.2546 3.9704 -8.7333 47.1288 5.8542 17.5261 41.8496 10.0662 -8.7333 47.1288 5.8542 -23.8731 16.1807 -21.6515 13.8871 19.3027 28.3755 10.5836 -73.3949 36.0854 16.6404 -66.0475 -28.919
511 7.0185 57.9926 12.9179 1.4039 25.0119 5.1915 -9.039 46.3033 6.9228 17.2437 41.8503 9.7587 -9.039 46.3033 6.9228 -23.8421 10.0772 -11.6361 17.4251 9.9425 24.3175 16.0196 -75.0059 23.6411 17.7419 -62.2269 -21.9627
512 6.5278 58.0532 13.0898 1.3705 24.9606 5.4206 -9.3917 45.5267 7.7135 16.8766 42.0589 8.9581 -9.3917 45.5267 7.7135 -19.9418 5.4232 2.5502 23.6147 0.1957 13.8643 19.2386 -75.4517 10.514 22.2742 -64.0664 -8.4037
513 5.3333 58.4182 12.0137 0.7203 25.137 4.8253 -10.4031 45.2856 7.5642 15.8714 42.6687 7.0779 -10.4031 45.2856 7.5642 -13.8401 7.887 13.3171 28.61 -1.1667 0.3858 20.0651 -75.6646 -3.1977 27.8755 -66.9992 7.7806
514 4.8269 58.8011 9.8844 0.233 25.3255 3.809 -11.0349 45.5562 6.6271 15.2234 43.2623 4.4303 -11.0349 45.5562 6.6271 -9.7635 13.4111 16.2083 29.2562 1.8657 -9.2434 17.5719 -76.3431 -17.003 29.2191 -70.5828 23.9774
515 4.3104 59.0839 8.0768 -0.111 25.4148 3.0402 -11.5875 45.7822 5.8993 14.6519 43.7426 2.4774 -11.5875 45.7822 5.8993 -8.8328 18.1309 15.5243 28.2859 4.5818 -13.5605 12.7335 -72.3783 -24.8725 29.0266 -72.2273 35.5101
516 4.855 59.0533 8.1947 0.1331 25.3856 3.3316 -11.2345 45.9278 6.4286 14.9944 43.6761 2.647 -11.2345 45.9278 6.4286 -10.8197 16.9072 15.8936 27.8303 4.4329 -11.979 6.664 -65.7939 -26.4395 29.6421 -73.3265 35.7354
517 5.0033 58.7151 10.3263 0.146 25.2324 4.4063 -11.1617 45.6294 7.9458 15.118 43.285 4.7586 -11.1617 45.6294 7.9458 -10.8103 11.9647 14.0069 28.2771 2.4906 -5.2344 2.8568 -58.1846 -22.1405 30.7925 -75.4034 21.8103
518 5.6799 58.194 12.6733 0.5236 24.9557 5.6431 -10.5551 45.2589 9.1374 15.7624 42.4779 7.5717 -10.5551 45.2589 9.1374 -19.1584 4.5527 9.2298 29.3076 -0.1777 5.8551 3.848 -54.9637 -10.7827 30.1571 -77.6893 8.1755
519 5.7757 57.9885 13.527 0.6868 24.7849 6.2331 -10.3567 45.2275 8.8563 16.0082 42.0998 9.6156 -10.3567 45.2275 8.8563 -22.7569 3.5708 -0.99 28.9005 0.8611 19.0673 7.2941 -57.7151 3.7181 27.3178 -79.6475 -3.9388
520 5.3569 58.1502 12.8709 0.4051 24.8156 6.163 -10.7703 45.6463 7.6737 15.6519 42.3287 10.405 -10.7703 45.6463 7.6737 -25.978 7.3262 -9.4615 26.127 7.2301 29.58 9.5005 -62.5744 21.7329 24.0217 -80.5567 -14.2672
521 5.5471 58.3318 11.7655 0.2389 24.9829 5.5636 -10.9235 46.1616 6.863 15.6231 42.6125 9.8951 -10.9235 46.1616 6.863 -28.148 10.5444 -13.2679 23.058 15.1458 33.0017 7.6497 -68.026 36.166 20.3446 -76.6296 -20.4293
522 4.6355 58.4223 11.2759 -0.3019 24.9932 5.5185 -12.0288 45.7823 7.4913 14.7876 43.1499 8.9302 -12.0288 45.7823 7.4913 -30.0844 8.2139 -8.4507 20.0564 17.8292 30.3127 10.5102 -71.0471 33.6676 19.1001 -70.8152 -23.9547
523 3.9298 58.4488 11.3525 -0.2947 24.9011 5.8704 -12.5616 45.072 8.6552 14.2783 43.5188 8.1664 -12.5616 45.072 8.6552 -28.4081 4.2325 2.9994 21.4356 13.2058 25.719 12.8371 -73.53 21.5928 18.2292 -66.8367 -22.4853
524 3.5231 58.6317 11.1226 -0.0114 24.9051 5.8661 -12.456 44.6629 8.9133 14.2374 43.6377 7.572 -12.456 44.6629 8.9133 -21.9123 4.3486 14.4452 24.4236 4.6586 17.5333 12.7077 -75.8131 10.689 19.9913 -66.0559 -9.7347
525 2.1476 58.972 10.1635 -0.403 25.0265 5.3734 -13.1465 44.4778 8.0133 13.4553 43.9572 6.6852 -13.1465 44.4778 8.0133 -16.4463 10.4722 21.0466 27.1979 0.8934 6.9986 13.3171 -78.1456 0.1972 22.5484 -66.1689 7.4691
526 1.3257 59.2646 8.8257 -0.7206 25.1998 4.5007 -13.6265 44.6699 6.7796 12.9384 44.2959 5.1975 -13.6265 44.6699 6.7796 -12.7468 16.1827 20.4741 28.7204 2.0085 -2.808 13.2389 -78.2877 -10.4125 21.1328 -66.446 24.8445
527 1.3957 59.3947 7.9499 -0.7541 25.3135 3.7801 -13.5951 44.9619 6.6338 12.8835 44.5228 3.5641 -13.5951 44.9619 6.6338 -10.9757 21.3166 18.2759 28.4759 4.5585 -10.2551 11.3393 -74.6225 -21.327 18.2461 -67.3569 39.0841
528 1.9067 59.3786 7.8601 -0.6839 25.3484 3.5345 -13.1844 45.1134 7.5369 13.0195 44.5451 2.4015 -13.1844 45.1134 7.5369 -11.0514 20.8279 18.0704 26.8516 5.805 -14.0079 6.511 -70.0518 -29.7058 19.5996 -68.569 46.8968
529 2.4413 59.1845 9.065 -0.4693 25.2809 4.0769 -12.66 44.9381 8.8693 13.3307 44.3578 2.8123 -12.66 44.9381 8.8693 -12.6217 14.1855 17.6883 26.1223 4.742 -12.2152 1.853 -64.1546 -31.7346 24.1678 -71.3936 43.6089
530 2.7268 58.7426 11.5345 -0.2148 25.0759 5.1775 -12.3537 44.4857 10.1078 13.8088 43.9236 5.1843 -12.3537 44.4857 10.1078 -16.882 6.9218 14.753 27.4703 2.1952 -5.0516 1.5304 -57.4339 -25.5889 27.8564 -73.8903 31.8617
531 3.1661 58.0715 14.3569 0.0301 24.7688 6.3363 -12.0261 44.0787 11.0153 14.4222 43.0958 8.6271 -12.0261 44.0787 11.0153 -20.7471 1.5257 6.4374 29.4604 -0.6237 5.8556 3.9761 -56.0584 -13.6749 27.0635 -74.7761 18.5263
532 4.1916 57.4232 16.3212 0.2745 24.5142 7.0929 -11.3232 44.2147 11.4383 15.2146 42.1223 11.2702 -11.3232 44.2147 11.4383 -24.3335 2.7116 -2.1783 29.426 -1.0205 18.0685 5.7801 -59.8329 2.5205 23.7767 -75.9536 7.3214
533 5.806 57.124 16.6193 0.5183 24.4507 7.2488 -10.2929 44.9695 11.2245 16.2095 41.4152 12.1338 -10.2929 44.9695 11.2245 -26.7905 7.4901 -8.726 27.7335 2.5738 27.1577 6.409 -65.6212 20.3608 19.2341 -77.7718 -3.5122
534 7.4569 57.1862 15.4964 0.7678 24.629 6.7139 -9.3019 46.0041 10.2691 17.1019 41.076 11.5123 -9.3019 46.0041 10.2691 -27.7526 12.7429 -13.4606 25.1744 8.8559 31.1749 5.9883 -70.507 33.3165 13.3928 -78.5903 -15.7072
535 7.9975 57.6431 13.569 0.8948 24.8688 5.9051 -8.9541 46.7399 9.0026 17.4151 41.2155 10.335 -8.9541 46.7399 9.0026 -27.771 15.8705 -15.9203 22.2366 14.842 30.7149 6.5743 -74.2233 36.1752 11.7403 -76.2742 -22.5415
536 7.9281 57.8318 12.5742 0.9107 25.0389 5.2311 -9.0875 46.8991 7.8672 17.332 41.635 9.0894 -9.0875 46.8991 7.8672 -27.2633 14.8055 -15.8895 19.4718 16.8652 28.1327 9.4477 -76.9827 31.1927 13.568 -72.3302 -24.8382
537 7.7873 58.0155 11.9416 1.093 25.0702 5.0406 -9.1376 46.5377 7.4759 17.2764 41.8954 8.2297 -9.1376 46.5377 7.4759 -26.0497 11.2105 -11.8739 19.6803 12.1484 25.2122 12.1388 -79.5698 21.5816 15.723 -67.8995 -24.7586
538 7.0397 58.162 11.8968 1.007 25.0386 5.207 -9.715 45.8112 7.839 16.6719 42.2437 7.8915 -9.715 45.8112 7.839 -24.1162 6.4535 -3.3088 22.654 4.8199 20.0158 15.084 -79.5171 12.743 18.3613 -66.5889 -19.1598
539 6.0799 58.3614 11.7001 0.794 25.062 5.1578 -10.3799 45.2371 8.2146 15.9657 42.621 7.4379 -10.3799 45.2371 8.2146 -19.9644 4.4364 8.295 26.5272 -1.2984 9.942 15.9411 -78.6472 3.1539 21.9739 -67.9689 -8.059
540 4.4113 58.7594 10.6367 0.1583 25.1756 4.71 -11.5487 45.0149 7.9171 14.7767 43.2404 6.0289 -11.5487 45.0149 7.9171 -15.1876 7.9039 16.9718 28.6433 -1.4414 -0.7552 16.1932 -78.8586 -6.5936 25.4105 -70.3612 5.4113
541 3.6358 59.1047 8.8464 -0.2425 25.2948 4.0196 -12.1178 45.239 7.0369 14.1678 43.6934 4.0013 -12.1178 45.239 7.0369 -11.7679 13.0804 19.5095 28.8548 0.9636 -8.7764 14.4988 -79.0677 -15.0119 25.2576 -73.422 18.9231
542 3.3974 59.3143 7.3786 -0.3727 25.365 3.4807 -12.3118 45.4875 6.2936 13.9927 43.9877 2.6762 -12.3118 45.4875 6.2936 -10.2094 17.685 18.684 28.4063 3.1306 -12.8167 12.4009 -75.0715 -19.6128 24.5278 -75.4331 29.6151
543 3.9046 59.287 7.6883 -0.0245 25.3537 3.6087 -11.8308 45.5908 6.5323 14.5453 43.8993 3.2308 -11.8308 45.5908 6.5323 -11.6445 15.5751 17.4921 28.5965 3.2943 -11.9054 9.4292 -70.7782 -21.7705 24.3549 -77.0174 30.4224
544 3.8667 59.0019 9.7652 0.0464 25.2369 4.3838 -11.8114 45.3039 7.5314 14.6486 43.621 5.3195 -11.8114 45.3039 7.5314 -15.5812 9.5957 13.9681 29.6021 2.1431 -6.5236 7.4284 -65.7253 -20.6415 26.2342 -78.4751 20.7987
545 3.6067 58.527 12.3818 0.069 24.9945 5.5241 -11.881 44.8343 8.7509 14.6072 43.0943 8.1237 -11.881 44.8343 8.7509 -20.0467 3.2153 5.5218 30.965 0.0388 2.6127 7.5555 -62.4253 -11.2956 25.3784 -78.6551 8.5402
546 3.3602 58.207 13.8524 0.1019 24.8298 6.1314 -11.9378 44.661 9.0736 14.5468 42.7313 10.1521 -11.9378 44.661 9.0736 -24.4538 2.5521 -4.22 30.7473 -0.6258 14.1776 8.179 -62.7962 2.1748 23.116 -78.9099 -2.1484
547 3.4796 58.2443 13.6653 0.2026 24.8584 6.0287 -11.7552 45.1777 8.0307 14.6894 42.691 10.7386 -11.7552 45.1777 8.0307 -26.4333 6.5972 -11.9222 28.4828 2.9517 24.7853 9.5128 -65.354 17.5648 19.2385 -80.0285 -12.8246
548 3.8426 58.5309 12.2891 0.2932 25.0334 5.3546 -11.286 46.1252 6.0494 15.0227 42.7723 10.1763 -11.286 46.1252 6.0494 -26.4111 11.429 -18.1855 24.6661 10.8744 31.3308 10.7519 -68.2066 31.6075 16.9106 -77.6372 -21.5447
549 4.7414 58.7048 10.828 0.4997 25.2098 4.4921 -10.5303 46.9493 4.2155 15.5999 42.747 9.2954 -10.5303 46.9493 4.2155 -24.5275 14.5096 -22.1773 20.2847 17.7162 32.1794 10.1361 -71.6579 38.6506 16.6139 -73.1833 -29.8245
550 5.1339 58.7463 10.1356 0.614 25.2809 4.0455 -10.2676 47.1298 3.4566 15.85 42.8305 8.6942 -10.2676 47.1298 3.4566 -22.636 13.9946 -22.2065 14.9339 21.939 29.1567 10.504 -75.2053 36.1826 17.105 -69.4302 -35.3424
551 4.8825 58.672 10.5097 0.51 25.2366 4.3396 -10.7019 46.6237 3.9804 15.5266 43.0201 8.6742 -10.7019 46.6237 3.9804 -22.1139 10.4359 -17.116 14.1 18.8038 27.1702 14.3309 -77.2484 28.1065 19.0605 -64.3804 -34.0464
552 4.2992 58.6403 11.0886 0.4218 25.14 4.863 -11.2799 45.7536 5.0841 15.0196 43.1848 8.7272 -11.2799 45.7536 5.0841 -21.8286 5.1039 -7.3977 17.6872 10.456 24.4781 18.0239 -77.7286 17.1279 20.7531 -63.163 -25.3053
553 3.8989 58.6797 11.0553 0.2967 25.1104 5.0161 -11.7333 45.1534 5.88 14.6001 43.3104 8.1594 -11.7333 45.1534 5.88 -19.1621 3.2721 5.2435 22.8968 1.6545 15.8412 19.8143 -78.0762 5.8224 23.789 -65.1242 -11.935
554 3.6512 58.9335 9.7977 -0.0085 25.214 4.5122 -12.051 45.2132 5.7982 14.3534 43.5037 6.4526 -12.051 45.2132 5.7982 -14.8849 7.7187 14.4678 27.5093 -0.24 4.9069 18.916 -79.1225 -6.2472 27.016 -68.1793 3.0098
555 3.5774 59.172 7.894 -0.4382 25.3461 3.6215 -12.3655 45.614 5.1512 14.1078 43.7717 4.1704 -12.3655 45.614 5.1512 -12.2243 14.2613 17.3964 28.8041 1.5431 -3.9625 16.0244 -77.6175 -16.0735 27.7313 -71.6365 18.4628
556 4.21 59.2606 6.6773 -0.322 25.3964 3.2031 -11.9595 46.0403 4.9735 14.5311 43.8404 2.7414 -11.9595 46.0403 4.9735 -11.1205 18.7205 17.5049 29.2658 3.1723 -8.1278 12.3339 -74.1155 -23.6403 28.4094 -73.3555 30.5892
557 4.7132 59.1595 7.2279 -0.0915 25.3647 3.5173 -11.6105 46.0733 5.7932 14.9047 43.8333 3.0714 -11.6105 46.0733 5.7932 -12.1404 17.1126 17.4441 30.0419 3.9354 -7.1857 8.2049 -69.3715 -28.7506 27.9922 -74.6125 35.1578
558 4.9834 58.8305 9.5484 0.1381 25.2155 4.5008 -11.3256 45.734 7.2761 15.2541 43.5724 5.2037 -11.3256 45.734 7.2761 -15.0167 10.773 15.3065 31.2143 3.2835 -1.6602 4.9663 -62.3551 -27.8616 28.7107 -77.0563 27.7834
559 5.2301 58.3777 11.9629 0.3477 24.993 5.5155 -10.9701 45.3822 8.2527 15.6125 42.9641 7.9126 -10.9701 45.3822 8.2527 -18.2999 4.237 8.7867 32.0396 1.2628 6.8364 4.4711 -58.6566 -19.3277 27.1968 -78.5513 14.1344
560 5.4378 58.0949 13.1108 0.4662 24.8653 5.9844 -10.7102 45.3502 8.0774 15.7329 42.4308 9.8878 -10.7102 45.3502 8.0774 -20.6106 2.0025 -1.1522 31.2158 0.7598 16.9114 6.0224 -60.9526 -5.8444 23.5428 -79.8002 2.2305
561 5.1251 58.2219 12.6525 0.3594 24.8998 5.8704 -10.8363 45.7298 6.8084 15.4564 42.4661 10.4623 -10.8363 45.7298 6.8084 -21.6634 4.7551 -9.0926 28.0589 4.9127 25.799 8.7359 -66.2686 10.7453 19.4862 -81.4675 -8.9557
562 5.1276 58.5038 11.39 0.4154 25.0121 5.4315 -10.6416 46.4228 5.246 15.5397 42.6145 10.0813 -10.6416 46.4228 5.246 -21.5921 8.7372 -14.8322 25.0157 13.1974 31.0156 10.0597 -70.9031 26.9813 16.5116 -80.694 -18.2819
563 5.3755 58.6842 10.2458 0.5258 25.1521 4.7886 -10.3947 47.0188 4.0082 15.739 42.7267 9.3177 -10.3947 47.0188 4.0082 -21.012 11.4756 -17.8442 19.4446 19.1122 30.651 9.2609 -73.7659 36.6332 15.3723 -76.6762 -26.0602
564 5.4954 58.718 9.7668 0.5746 25.2297 4.3664 -10.4068 47.113 3.5587 15.7951 42.8878 8.6646 -10.4068 47.113 3.5587 -20.89 11.3036 -17.2837 16.5103 21.3 28.2473 8.955 -75.8832 36.3276 15.2654 -70.8023 -31.2271
