1313141,19,0-1,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d6 Nf3 Nbd7 a3 Bxc3+ Qxc3 a5 b3 b6 g3 Bb7 Bg2 O-O O-O Qe7 Bb2 Ne4 Qc2 f5 Rfe1 Rae8 Nd2 Qf7 b4 e5 d5 Nxd2 Qxd2 f4 e4 f3 Bh1 Qh5 Bc1 h6 Qd1 Re7 Be3 Bc8 Rc1 Ref7 c5 Nf6 cxd6 Ng4 h4 g5 Rxc7 Rxc7 dxc7 gxh4 Bxf3 hxg3 Qe2 Qh2+ Kf1 gxf2 Bxf2 Ba6
1313142,19,0-1,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 Nbd2 cxd4 cxd4 Nc6 Nf1 Nxd4 Nxd4 exd4 Bf4 Be6 Rc1 Qb6 Ng3 Rac8 Nf5 Bxf5 exf5 Nd5 Bb3 Nxf4 Rxc8 Rxc8 Rxe7 d5 Qg4 Qf6 Ra7 Qe5 Kh2 h5 Qg3 Qxf5 Rxa6 Rc1 Rb6 Ne2 Qb8+ Kh7 h4 Qxf2
1313143,22,1-0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Qe2 Be7 c3 d6 d4 b5 Bb3 Bg4 d5 Na5 Bc2 c5 Nbd2 O-O Nf1 c4 h3 Bd7 g4 Nb7 Ng3 Nc5 Be3 Rc8 O-O Kh8 Kh2 Ne8 Rg1 g6 Rg2 Ng7 Rag1 Qc7 Bh6 Rg8 Ng5 Rcf8 Nf5 Bxg5 Bxg5 gxf5 gxf5 f6 Bh6 Rf7 Qh5 Be8 Rg4 Qe7 Qh4 Nd7 Qg3 Qf8 Bd1 Re7 Qh4 Qf7 Bxg7+ Rxg7 Rxg7 Qxg7 Rxg7 Kxg7 b4 Nb6 Qg3+ Kh8 Qe3 Rb7 Qh6 Nd7 Bh5 Bxh5 Qxh5 Kg7 Qe8 Ra7 Qe7+ Kh6 Qxd6
1313144,19,1-0,c4 Nf6 Nc3 e5 g3 g6 Bg2 Bg7 e3 O-O Nge2 c6 f4 d6 O-O Nbd7 b4 Re8 Rb1 exf4 Nxf4 Ne5 d3 Bg4 Qc2 Rc8 h3 Bd7 b5 g5 bxc6 bxc6 Nfe2 g4 h4 d5 Nf4 Ng6 Nce2 Rc7 Bd2 Bc8 Ba5 Rxe3 cxd5 Nxf4 Nxf4 Rxg3 Bxc7 Qxc7 Qxc6 Qe5 Qxc8+ Bf8 Rb8 Nd7 Qxd7 Qxb8 Nh5 Qb6+ Kh1 f5 Nxg3 f4
1313145,30,1/2-1/2,e4 Nf6 e5 Nd5 Nc3 Nxc3 dxc3 d5 c4 Be6 Nf3 dxc4 Qxd8+ Kxd8 Ng5 Bd5 e6 Bxe6 Nxe6+ fxe6 Bxc4 e5 Bd2 Kd7 O-O-O e6 Bh6+ Ke8 Be3 Bd6 Bxe6 Nc6 Rhe1 Rd8 c3 Ke7 Bf5 h6 f3 Rhf8 Be4 Kd7 Bf2 Rde8 Bg3 Nd8 Re2 b6 Bg6 Re6 Bc2 Kc8 Rde1 Kb8 Bb3 Re7 Bxe5 Bxe5 Rxe5 Rxe5 Rxe5 g5 h3 Rf6 Kd2 Kc8 Ke3 Kd7 Ke4 Nb7 Ke3 Nd6 Kf2 c6 Re2 Nc8 Bc2 Ne7 Be4 Kd6 Rd2+ Kc7 Ke3 Re6 Kf2 Rf6 b3 a5 Kg3 Rf4 Re2 Kd6 Bd3 Nd5 c4 Nc7 Re4 Ne6 Rxf4 Nxf4 Bf1 Ke5 h4 Nh5+ Kh3 Kf4 hxg5 hxg5 Bd3 Ng3 Kh2 c5 Kh3 Nh1 Bh7 Ng3 Bd3 Nh1 Kh2 Ng3 a3 Nh5 Be2 Ke3 Bf1 Kf2 Bd3 Nf4 Be4 Nxg2 Kh3 Ne3 a4 Ke2 Kg3 Kd2 Kf2 Nd1+ Kg3 Ke3 Kg4 Nf2+ Kf5 g4 fxg4 Nxe4 Ke5 Nd2 g5 Nf3+ Kd5 Nxg5 Kc6 Kd4 Kxb6 Ne4 Kxa5 Nd2 Kb6 Nxb3 Kb5 Ke5 a5 Kd6 Kb6 Nd2 a6 Nxc4+ Kb5 Ne3 a7 Nd5 a8=N
1313146,20,1-0,e4 e5 Nf3 d6 d4 Nf6 Nc3 Nbd7 Bc4 Be7 O-O h6 Qe2 c6 dxe5 dxe5 Nh4 b5 Bb3 Nc5 f4 Nxb3 axb3 Bg4 Nf3 exf4 Bxf4 O-O Qe3 Nd7 Kh1 Bc5 Qd2 Re8 Rad1 Qb6 Bxh6 gxh6 Qxh6 Re6 Qh4 Bxf3 Rxd7 Bxg2+ Kxg2 Rg6+ Kh1 Rf8 e5 Be3 Ne4 Bh6 Nf6+ Kg7 Nh5+ Kg8 e6 Bg5 Qg4 fxe6 Nf6+ Rfxf6 Rxf6 Qe3 Rxg6+ Kf8 Qxg5 Qe4+ Qg2 Qe1+ Qg1 Qe4+ Rg2
1313147,23,1-0,c4 Nf6 Nc3 e5 g3 g6 Bg2 Bg7 e3 O-O Nge2 c6 f4 d6 O-O Be6 d3 Qd7 e4 Na6 Rb1 Ne8 Be3 f6 b3 c5 f5 gxf5 exf5 Bxf5 Bxb7 Qxb7 Rxf5 Nec7 Qd2 d5 Bh6 Nb4 Bxg7 Kxg7 a3 Nc6 Rh5 Kg8 Qh6 Ne8 Nxd5 Qg7 Qe3 Nd4 Nxd4 cxd4 Qf3 Rd8 Rf1 Rf7 b4 Qg6 Rf5 Rd6 b5 Kg7 c5 Re6 a4 Nc7 Nxc7 Rxc7 Qd5 Qf7 a5 Rd7 Qe4 Rc7 Rc1 Qe7 Rh5 h6 Qg4+ Kh7 Qh3 f5 Qxf5+ Kg7 c6 e4 Qg4+ Kh7 b6 axb6 axb6 Rcxc6 Rxc6 Rxc6 Rd5 Kh8 b7 Rb6 Qc8+
1313148,28,1/2-1/2,d4 d5 c4 e6 Nf3 Nf6 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6 e3 O-O Bd3 c5 O-O cxd4 exd4 dxc4 Bxc4 Nc6 Ne4 Qf4 Qe2 b6 a3 Be7 d5 exd5 Bxd5 Bb7 Rad1 Rad8 Ng3 Qc7 Rfe1 Bc5 b4 Nd4 Nxd4 Bxd4 Rxd4 Rxd5 Rxd5 Bxd5 Qd2 Be6 Rd1 Rc8 f4 Qc2 Qxc2 Rxc2 f5 Bc8 Rd8+ Kh7 Rf8 Rc7 Kf2 Bb7 Ne2 g6 fxg6+ Kxg6 Rb8 Ba6 Nd4 Kf6 Rh8 Kg7 Ra8 Bc8 Nb5 Rc2+ Ke3 Bd7 a4 Bxb5 axb5 Rc4 Rxa7 Rxb4 Rb7 Rxb5 Rb8 h5 g3 Kf6 Rh8 Kg5 Kf3 Rb3+ Kg2 Rb2+ Kh3 Rc2 Rg8+ Kf6 Rh8 Kg6 Rg8+ Kh7 Rb8 Rb2 g4 hxg4+ Kxg4 Kg6 h4 Rb4+ Kg3 Rb1 Kf4 Kf6 Kg4 Rb4+ Kg3 Kf5 Rg8 Rb3+ Kg2 Kf4 h5 Rb2+ Kh3 Rb3+ Kh4 Rb1 Rg4+ Kf5 Rg5+ Kf6 Rg2 Rb4+ Kh3 Rb3+ Kh4 Rb1 Rf2+ Kg7 h6+ Kxh6 Rxf7 Kg6 Rf8 b5 Kg3 b4 Kf2 b3 Rb8 Kf5 Ke3
1313149,24,1/2-1/2,d4 d5 c4 e6 Nc3 a6 cxd5 exd5 Nf3 Nf6 Bg5 Be7 e3 O-O Bd3 c6 Ne5 Nbd7 f4 Re8 O-O Nf8 Qf3 N6d7 Bxe7 Qxe7 e4 Qb4 exd5 Qxd4+ Kh1 f6 dxc6 fxe5 cxd7 Bxd7 f5 Bc6 Be4 Qd6 Rad1 Qh6 Bxc6 Qxc6 Ne4 Red8 Qb3+ Kh8 Rxd8 Rxd8 Ng5 Rd5 Qb4 Qc5 Qxb7 Qb5 Qxb5 axb5 Kg1 h6 Ne4 Rd4 Re1 Nd7 Kf2 Kg8 Kf3 Nb6 Re2 Rd3+ Re3 Rd4 Re2 Rd3+ Re3 Rd4 Rc3 Nd5 Rc8+ Kf7 Rb8 b4 Rb7+ Kg8 Nd6 Kf8 Rf7+ Kg8 Rb7 Kf8 Rf7+ Kg8 Rd7 Kf8 Nb5 e4+ Kf2 e3+ Ke1 Rd2 a4 bxa3 Nxa3 Rd4 Nb5 Rd2 Na3 Rd4 Nb5
1313150,21,1/2-1/2,c4 Nf6 Nc3 e6 Nf3 Bb4 Qc2 O-O a3 Bxc3 Qxc3 a5 b3 d6 Bb2 b6 g3 Bb7 Bg2 Nbd7 O-O Qe7 d3 Nc5 e4 e5 Nh4 Nfd7 f4 f6 Nf5 Qf7 Rae1 Rfe8 Qc2 a4 b4 Nb3 Rf2 Nf8 d4 Nxd4 Nxd4 exd4 Bxd4 c5 bxc5 Ne6 Be3 Nxc5 Bxc5 dxc5 Rd2 Qc7 Red1 Re7 Rd6 Rae8 Qxa4 Bxe4 Bxe4 Rxe4 Rd7 Qb8 Qc6 R4e7 R1d6 Rxd7 Rxd7 Qa8 Rb7 Qd8 Rd7 Qa8 Rd6 Qxc6 Rxc6 Re4 Rxb6 Rxc4
1313151,23,0-1,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 c5 O-O Be7 Qe2 Nc6 c3 O-O dxc5 bxc5 e4 d6 Nc4 d5 Ncd2 Qc7 Re1 Rae8 e5 Nd7 Nf1 f5 exf6 Bxf6 Qc2 h6 Bg6 Re7 Qd1 Nce5 Nxe5 Bxe5 Qg4 Nf6 Qh3 Bc8 Bd2 Bf4 Bxf4 Qxf4 Qg3 Qxg3 Nxg3 Rb7 b3 a5 f3 Bd7 Nf1 a4 Nd2 Ra8 bxa4 Rxa4 Rab1 Rxb1 Rxb1 Kf8 Nb3 c4 Nc1 Ra3 Ra1 Be8 Bxe8 Nxe8 Ne2 Nc7 Rb1 Rxa2 Kf2 Ke7 f4 Ne8 Rb7+ Kf6 Rb6 g5 Kf3 Ng7 g4 Rd2 f5 h5 h3 Rd3+ Kg2 Re3 Kf2 Rxh3 fxe6 hxg4 Ra6 Nf5 e7+ Kxe7 Rg6 g3+ Kg2 Rh2+ Kf1 Nh4
1313152,29,1/2-1/2,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 e6 Qd2 Be7 Ndb5 a6 Bxf6 gxf6 Nd4 Qb6 Nb3 Bd7 Be2 O-O O-O Kh8 Kh1 Rg8 f4 Rg7 Bf3 Na5 Na4 Nxb3 cxb3 Qa7 Rac1 b5 Nc3 Rc8 Ne2 Rgg8 Rxc8 Rxc8 Bh5 Qc5 f5 exf5 exf5 Bxf5 Bxf7 Qe5 Nd4 Be4 Be6 Rc7 Bf5 d5 Bxe4 Bd6 Nf3 Qxe4 Re1 Bb4 Qh6 Qg6 Qf4 Bxe1 Qxc7 Bf2 Qd8+ Kg7 Qe7+ Kg8 Qe6+ Kf8 Qd6+ Kg7 Qe7+ Kh6 g3 Bb6 Qe6 Bc7 Qxd5 Qc2 Qd2+ Qxd2 Nxd2 Be5 Kg2 Bxb2 Kf3 f5 Nf1 Bc1 Ke2 Kg5 Kd1 Ba3 Ne3 Bc5 h4+ Kh5 Nxf5 Kg4 Ng7 Kxg3 h5 Kg4 Ke2 Bb6 Kd3 Kg5 Ke4 Kh6 Ne8 Kxh5 Nf6+ Kg6 Nd5 Ba5 a4 bxa4 bxa4 Kg5 Kf3 h6 Kg2 Kh4 Kh2 Kg4 Kg2 Kg5 Kh3 h5 Kg2 Kh6 Kh3 Kg7 Nf4 Bb4 Nxh5+ Kf7 Nf4 Bd6 Kg4 Kf6 Nd3 Ke6 Kf3 Kd5 Ke3 Kc4 Kd2 Kb3 Kc1 a5 Kb1 Kxa4 Ka2 Bf8 Ne5 Kb5 Kb3 Bg7
1313153,24,0-1,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Nf3 d6 O-O Bxc3 bxc3 Qe7 e4 e5 Bg5 Re8 Nd2 h6 Bh4 g5 Bg3 Nbd7 h4 Nf8 hxg5 hxg5 Re1 Ng6 Nf1 Nf4 Bc2 Kg7 Ne3 Rh8 f3 Be6 d5 Bc8 Kf2 N6h5 Rh1 Qf6 Bh2 g4 g3 Nh3+ Kg2 gxf3+ Qxf3 Qxf3+ Kxf3 Ng5+ Kf2 Nf6 g4 Nxg4+ Nxg4 Bxg4 Bg3 f6 Rab1 b6 a4 Rxh1 Rxh1 Rh8 Rxh8 Kxh8 Ke3 Kg7 Bh4 Nf7 Bg3 Nd8 Bh4 Nb7 Kd2 Na5 Kd3 Kg6 Bf2 f5 Bh4 fxe4+ Kd2 Nxc4+ Ke1 Bf3 Bb3 Ne3 Be7 Nf5 Bd8 e3 Bc7 Kh5 Bb8 a6 Bc4 Kg4 Bxa6 Kf4 Bc7 Bxd5 Bd3 Be4 Bf1 d5 Bxb6 d4 a5 d3 Bxc5 d2+ Kd1 Ng3
1313154,24,1-0,c4 e5 Nc3 Nf6 g3 g6 Bg2 Bg7 e3 O-O Nge2 d6 f4 c6 O-O Be6 d3 Nfd7 Rb1 f5 Qc2 a5 b3 Na6 a3 Rc8 Qd2 Bf7 b4 axb4 axb4 exf4 gxf4 Re8 b5 Nac5 bxc6 bxc6 Nd4 Qa5 Rd1 Ne6 Nde2 Nd8 Rb2 Nf6 Ra2 Qc7 h3 Rb8 Nd4 Nd7 Nce2 Nc5 Qc2 Rb6 Bd2 Qe7 Rb1 Rxb1+ Qxb1 d5 cxd5 Bxd5 Bxd5+ cxd5 Qb5 Bf8 Nc3 Qd7 Qxd7 Nxd7 Nxd5 Nb7 Ra7 Nbc5 Bb4 Bg7 Rc7 Nxd3 Rxd7 Nxb4 Nxb4 Rxe3 Kg2 h6 Nbc6 Bf6 Rd5 Re4 Kf3 Re1 Ne5 Rf1+ Kg3 g5 Nxf5 gxf4+ Kg2 Ra1 Nxh6+ Kh7 Nhg4 Bh4 Rd7+ Kg8 Nh6+ Kf8 Nf5 Re1 Rf7+ Ke8 Nd6+
1313155,24,1/2-1/2,d4 Nf6 Nf3 e6 c4 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Ne4 Qc2 f5 Ne5 Nd6 Bxb7 Nxb7 b3 Bf6 Ba3 d6 Nf3 Qe8 Rad1 Qh5 Ne1 Nc6 e3 e5 dxe5 Nxe5 Kg2 Nxc4 bxc4 Bxc3 Nd3 Ba5 Nf4 Qf7 Rd3 Rae8 Rfd1 Nd8 Qa4 Ne6 Nxe6 Qxe6 Qb5 Qf7 c5 Re5 Qa6 dxc5 Qxa7 Rfe8 Rd7 R5e7 Qxc7 h6 Bb2 Kh7 a4 Qe6 Kg1 Qe4 h4 Rxd7 Qxd7 Re7 Qb5 Rc7 Rc1 Rc6 Bc3 Bxc3 Rxc3 Rd6 Qb3 Rd2 Rc1 c4 Qb4 Qd5 Qxb6 c3 h5 Qa8 Qb4 Qf3 Rf1 Qc6 Rc1 Rd5 Qb3 Rc5 a5 c2 Qb6 Qc8 a6 Rd5 Rxc2 Qxc2 Qg6+ Kh8 Qe8+ Kh7 Qg6+ Kh8
1313156,17,1/2-1/2,c4 Nf6 Nc3 e6 Nf3 c5 g3 b6 Bg2 Bb7 O-O Be7 d4 cxd4 Nxd4 Bxg2 Kxg2 Qc8 Qd3 Nc6 Nxc6 dxc6 Bg5 O-O Ne4 Rd8 Qc2 Qc7 Bf4 e5 Nxf6+ Bxf6 Be3 Rd7 a4 Be7 c5 Bxc5 Bxc5 bxc5 Qxc5 Rd5 Qc3
1313157,22,1-0,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nce2 Nc6 c3 cxd4 cxd4 Qa5+ Kf2 f6 Nf3 fxe5 fxe5 Be7 h4 Qb6 Kg3 Nf8 Rb1 Bd7 Bd2 O-O-O b4 Kb8 Qe1 a6 a4 Be8 b5 axb5 axb5 Bg6 Rb2 Rc8 Qa1 Nd8 Nc3 Nf7 Be2 Nh6 Rc1 Nf5+ Kh2 Nxd4 Ra2 Nc2 Rcxc2 Bxc2 Ra8+ Kc7 Nxd5+ exd5 Ba5 Rxa8 Bxb6+ Kxb6 Qxa8 Ng6 Qa2 Be4 Nd2 Bxh4 Nb3 Kc7 Qa5+ Kb8 b6 Kc8 Nc5 Kd8 Qa8+ Ke7 Qxb7+ Ke8 Bb5+ Kf8 Ne6+ Kg8 Qxg7+
1313158,19,1/2-1/2,c4 f5 Nf3 Nf6 g3 d6 d4 e6 Bg2 Be7 O-O O-O Nc3 Qe8 Qc2 Qh5 Bg5 Nc6 Rad1 Bd7 d5 Nd8 Bxf6 Bxf6 Nb5 e5 Nxc7 Rc8 Ne6 Nxe6 dxe6 Bxe6 Rxd6 Bxc4 b3 Ba6 Qd2 e4 Nd4 Bxd4 Qxd4 Bxe2 Re1 Bd3 Rd7 Qh6 Rxb7 a6 Rd7 Rce8 Bf1 Bxf1 Rxf1 f4 Rd6 Qh3 Rd7 Rf6
1313159,19,1/2-1/2,c4 f5 Nf3 e6 g3 d5 Bg2 c6 O-O Bd6 d4 Ne7 Nc3 O-O cxd5 exd5 Bg5 Nd7 Rb1 h6 Bf4 Nb6 b4 a6 a4 g5 Bxd6 Qxd6 Ne5 f4 b5 cxb5 axb5 Bf5 Rc1 a5 Na4 Nxa4 Qxa4 b6 Nc6 Ng6 Qb3 Be6 Nxa5 f3 Rc6 Qd7 Bxf3 Rxf3 Qxf3 bxa5 Qf6 Bf7 Rfc1 a4 b6 a3 Rc7 Nf8 Rxd7 Nxd7 Qc6
1313160,26,1-0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 e6 Be2 Be7 Qd3 O-O Rd1 a6 O-O Qc7 Qg3 Rd8 Kh1 Bd7 f4 Nxd4 Rxd4 Bc6 Bd3 Ne8 Nd5 exd5 exd5 Bf6 Rc4 Rab8 Qf3 g6 b3 Rbc8 dxc6 bxc6 Re4 Bxg5 fxg5 Ng7 Bxa6 Ra8 Bd3 Rxa2 Rc4 Ra6 Rc3 Rb6 Be4 Ne6 Bxc6 Nxg5 Bd5 Qe7 Re3 Nxf3 Rxe7 Ne5 Bxf7+ Kh8 Be6 Rbb8 Bd5 Rbc8 Rf2 Rf8 Rxf8+ Rxf8 Kg1 Rc8 Be4 Rc3 Kf2 Ng4+ Ke2 d5 Kd2 Rc5 Bd3 Nf6 Ke3 Rc6 Kd4 Kg8 b4 Kf8 Re1 Kf7 b5 Re6 Rb1 Rd6 b6 Nd7 b7 Nb8 Kc5 Ke6 Re1+ Kd7 Bb5+ Kc7 Re7+ Nd7+ Rxd7+ Rxd7 Bxd7 Kxb7 Kxd5 Kc7 Be6 g5 g4 Kd8 c4 Kc7 c5 h6 c6 h5 gxh5 g4 Bxg4 Kb8 Kd6 Ka7 c7 Kb6 c8=Q Ka7 Qc7+
